"","date","temp_mean","HR_mean","total","cvd","resp","dow","pm10_mean.mean","X","holidays","year","males","females","RETI_65.79","RETII_.80","females_RETI_65.79","males_RETI_65.79","females_RETII_.80","males_RETII_.80","white","colored","males_white","males_colored","females_white","females_colored","RETI_65.79_white","RETII_.80_white","RETI_65.79_colored","RETII_.80_colored"
"4905",2013-06-05,12.2222222222222,NA,92,37,6,"Monday",20.632404556,NA,"0",2013,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"4906",2013-06-06,15.5555555555556,NA,116,55,8,"Tuesday",45.318234898,NA,"0",2013,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"4907",2013-06-07,17.7777777777778,NA,122,61,8,"Wednesday",96.3554898,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"4908",2013-06-08,25.5555555555556,NA,113,43,10,"Thursday",54.44235815,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"4909",2013-06-09,25,NA,115,49,7,"Friday",86.571804221,NA,"0",2013,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"4910",2013-06-10,26.6666666666667,NA,134,58,7,"Saturday",89.502616546,NA,"0",2013,60,74,20,7,11,9,4,3,114,16,51,7,63,9,17,6,2,1
"4911",2013-06-11,21.1111111111111,NA,98,33,6,"Sunday",26.050019742,NA,"0",2013,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"4912",2013-06-12,13.8888888888889,NA,109,43,8,"Monday",10.462573505,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4913",2013-06-13,20.5555555555556,NA,109,53,5,"Tuesday",32.486530225,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4914",2013-06-14,22.2222222222222,NA,90,40,8,"Wednesday",42.4820702093,NA,"0",2013,40,50,14,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4915",2013-06-15,21.1111111111111,NA,95,36,4,"Thursday",20.52239895,NA,"0",2013,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"4916",2013-06-16,19.4444444444444,NA,114,43,5,"Friday",24.444793311,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"4917",2013-06-17,15.5555555555556,NA,106,44,9,"Saturday",15.770417712,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4918",2013-06-18,18.3333333333333,NA,92,39,5,"Sunday",8.474229931,NA,"0",2013,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"4919",2013-06-19,18.8888888888889,NA,89,32,3,"Monday",43.479582044,NA,"0",2013,40,49,13,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4920",2013-06-20,23.3333333333333,NA,101,40,9,"Tuesday",33.5014398457,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"4921",2013-06-21,23.3333333333333,NA,114,52,6,"Wednesday",13.518593839,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"4922",2013-06-22,22.2222222222222,NA,89,35,5,"Thursday",13.548030464,NA,"0",2013,40,49,13,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4923",2013-06-23,21.6666666666667,NA,92,34,3,"Friday",33.3629508297,NA,"0",2013,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"4924",2013-06-24,21.6666666666667,NA,108,42,4,"Saturday",30.606903702,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4925",2013-06-25,23.8888888888889,NA,99,33,11,"Sunday",16.66577694,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4926",2013-06-26,22.2222222222222,NA,120,42,8,"Monday",18.620028584,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"4927",2013-06-27,20,NA,106,40,9,"Tuesday",17.604486548,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4928",2013-06-28,16.6666666666667,NA,84,32,9,"Wednesday",NA,NA,"0",2013,38,46,13,4,7,6,2,2,71,10,32,5,39,6,11,4,2,1
"4929",2013-06-29,18.8888888888889,NA,102,43,7,"Thursday",27.71811722,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4930",2013-06-30,18.8888888888889,NA,105,42,5,"Friday",NA,NA,"0",2013,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"4931",2013-07-01,21.6666666666667,NA,99,37,8,"Saturday",NA,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4932",2013-07-02,23.3333333333333,NA,85,30,6,"Sunday",NA,NA,"0",2013,38,47,13,4,7,6,2,2,72,10,33,5,40,6,11,4,2,1
"4933",2013-07-03,20,NA,97,42,5,"Monday",NA,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4934",2013-07-04,21.1111111111111,NA,88,44,7,"Tuesday",NA,NA,"0",2013,40,48,13,4,7,6,2,2,75,11,34,5,41,6,11,4,2,1
"4935",2013-07-05,24.4444444444444,NA,120,58,7,"Wednesday",35.9975393778,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"4936",2013-07-06,23.3333333333333,NA,89,40,6,"Thursday",31.620542886,NA,"0",2013,40,49,13,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4937",2013-07-07,21.1111111111111,NA,108,43,8,"Friday",26.620542886,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4938",2013-07-08,22.7777777777778,NA,117,55,5,"Saturday",52.620542886,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"4939",2013-07-09,27.2222222222222,NA,111,42,9,"Sunday",56.620542886,190,"1",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4940",2013-07-10,22.7777777777778,NA,98,37,4,"Monday",19.620542888,NA,"0",2013,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"4941",2013-07-11,20.5555555555556,NA,119,51,2,"Tuesday",32.143355283,NA,"0",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"4942",2013-07-12,22.2222222222222,NA,96,40,10,"Wednesday",27.620542886,NA,"0",2013,43,53,14,5,8,6,3,2,82,12,37,5,45,6,12,4,2,1
"4943",2013-07-13,23.8888888888889,NA,108,44,4,"Thursday",40.620542886,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4944",2013-07-14,25,NA,97,39,13,"Friday",23.620542886,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4945",2013-07-15,22.7777777777778,NA,116,40,7,"Saturday",18.620542888,NA,"0",2013,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"4946",2013-07-16,22.7777777777778,NA,91,35,13,"Sunday",20.620542888,NA,"0",2013,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"4947",2013-07-17,25,NA,94,37,7,"Monday",31.272498163,NA,"0",2013,42,52,14,5,8,6,3,2,80,11,36,5,44,6,12,4,2,1
"4948",2013-07-18,18.8888888888889,NA,98,38,3,"Tuesday",18.620542888,NA,"0",2013,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"4949",2013-07-19,17.2222222222222,NA,83,36,1,"Wednesday",14.620542888,NA,"0",2013,37,46,12,4,7,6,2,2,71,10,32,4,39,5,11,4,1,0
"4950",2013-07-20,19.4444444444444,NA,91,41,2,"Thursday",38.620542886,NA,"0",2013,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"4951",2013-07-21,19.4444444444444,NA,100,40,7,"Friday",16.620542888,NA,"0",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"4952",2013-07-22,17.2222222222222,NA,97,40,9,"Saturday",17.620542888,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4953",2013-07-23,17.2222222222222,NA,98,40,10,"Sunday",18.471518018,NA,"0",2013,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"4954",2013-07-24,18.8888888888889,NA,112,35,11,"Monday",31.620542886,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"4955",2013-07-25,20.5555555555556,NA,106,45,10,"Tuesday",45.620542886,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4956",2013-07-26,22.7777777777778,NA,103,37,7,"Wednesday",84.620542886,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"4957",2013-07-27,25,NA,92,25,7,"Thursday",64.620542886,NA,"0",2013,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"4958",2013-07-28,23.3333333333333,NA,93,40,5,"Friday",28.620542886,NA,"0",2013,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"4959",2013-07-29,22.7777777777778,NA,111,43,7,"Saturday",33.5218266554,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4960",2013-07-30,21.6666666666667,NA,84,37,10,"Sunday",17.620542888,NA,"0",2013,38,46,13,4,7,6,2,2,71,10,32,5,39,6,11,4,2,1
"4961",2013-07-31,21.1111111111111,NA,111,36,9,"Monday",22.620542888,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"4962",2013-08-01,22.7777777777778,NA,97,40,5,"Tuesday",32.620542886,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4963",2013-08-02,24.4444444444444,NA,101,47,5,"Wednesday",31.620542886,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"4964",2013-08-03,17.2222222222222,NA,97,44,9,"Thursday",4.620542888,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4965",2013-08-04,19.4444444444444,NA,104,44,7,"Friday",32.442667299,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4966",2013-08-05,19.4444444444444,NA,103,41,8,"Saturday",40.620542886,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"4967",2013-08-06,25.5555555555556,NA,108,49,6,"Sunday",36.620542886,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4968",2013-08-07,24.4444444444444,NA,112,44,9,"Monday",19.620542888,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"4969",2013-08-08,25,NA,107,36,13,"Tuesday",30.620542886,NA,"0",2013,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"4970",2013-08-09,26.1111111111111,NA,112,46,7,"Wednesday",44.620542886,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"4971",2013-08-10,23.3333333333333,NA,93,43,6,"Thursday",32.8149130619,NA,"0",2013,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"4972",2013-08-11,21.6666666666667,NA,97,41,9,"Friday",26.620542886,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"4973",2013-08-12,21.6666666666667,NA,104,43,9,"Saturday",31.620542886,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4974",2013-08-13,23.3333333333333,NA,104,54,4,"Sunday",26.620542886,NA,"0",2013,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"4975",2013-08-14,24.4444444444444,NA,80,30,6,"Monday",64.620542886,NA,"0",2013,36,44,12,4,7,5,2,2,68,10,31,4,37,5,10,3,1,0
"4976",2013-08-15,27.7777777777778,NA,125,50,3,"Tuesday",54.620542886,NA,"0",2013,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"4977",2013-08-16,21.1111111111111,NA,102,40,5,"Wednesday",23.009651579,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"4978",2013-08-17,20,NA,81,35,3,"Thursday",22.620542888,NA,"0",2013,36,45,12,4,7,5,2,2,69,10,31,4,38,5,10,3,1,0
"4979",2013-08-18,19.4444444444444,NA,86,40,7,"Friday",9.620542888,NA,"0",2013,39,47,13,4,7,6,2,2,73,10,33,5,40,6,11,4,2,1
"4980",2013-08-19,17.7777777777778,NA,108,47,6,"Saturday",11.620542888,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"4981",2013-08-20,18.3333333333333,NA,106,44,7,"Sunday",8.620542888,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4982",2013-08-21,19.4444444444444,NA,109,54,3,"Monday",31.620542886,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4983",2013-08-22,24.4444444444444,NA,119,32,12,"Tuesday",45.977436607,NA,"0",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"4984",2013-08-23,24.4444444444444,NA,93,42,7,"Wednesday",59.620542886,NA,"0",2013,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"4985",2013-08-24,21.6666666666667,NA,110,45,10,"Thursday",33.620542886,NA,"0",2013,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"4986",2013-08-25,21.1111111111111,NA,95,39,7,"Friday",75.620542886,NA,"0",2013,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"4987",2013-08-26,22.7777777777778,NA,101,43,7,"Saturday",59.620542886,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"4988",2013-08-27,22.2222222222222,NA,105,47,6,"Sunday",16.620542888,NA,"0",2013,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"4989",2013-08-28,23.8888888888889,NA,89,40,6,"Monday",43.584773925,NA,"0",2013,40,49,13,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4990",2013-08-29,25,NA,83,29,5,"Tuesday",50.620542886,NA,"0",2013,37,46,12,4,7,6,2,2,71,10,32,4,39,5,11,4,1,0
"4991",2013-08-30,25,NA,109,41,4,"Wednesday",66.620542886,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"4992",2013-08-31,26.6666666666667,NA,106,34,8,"Thursday",66.620542886,NA,"0",2013,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"4993",2013-09-01,26.6666666666667,NA,100,40,7,"Friday",66.620542886,NA,"0",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"4994",2013-09-02,26.1111111111111,NA,103,49,10,"Saturday",31.620542886,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"4995",2013-09-03,25,NA,99,40,4,"Sunday",39.2514405914,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"4996",2013-09-04,18.8888888888889,NA,93,35,3,"Monday",2.620542888,NA,"0",2013,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"4997",2013-09-05,17.2222222222222,NA,89,43,5,"Tuesday",10.620542888,NA,"0",2013,40,49,13,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"4998",2013-09-06,16.1111111111111,NA,91,33,4,"Wednesday",34.620542886,NA,"0",2013,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"4999",2013-09-07,23.3333333333333,NA,100,50,5,"Thursday",65.620542886,191,"1",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"5000",2013-09-08,23.8888888888889,NA,100,39,8,"Friday",52.620542886,NA,"0",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"5001",2013-09-09,24.4444444444444,NA,91,31,7,"Saturday",31.468543827,NA,"0",2013,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"5002",2013-09-10,25.5555555555556,NA,99,42,8,"Sunday",21.620542888,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"5003",2013-09-11,23.8888888888889,NA,91,39,9,"Monday",46.620542886,NA,"0",2013,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"5004",2013-09-12,17.2222222222222,NA,100,44,5,"Tuesday",20.620542888,NA,"0",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"5005",2013-09-13,17.2222222222222,NA,79,33,5,"Wednesday",61.620542886,NA,"0",2013,36,43,12,4,7,5,2,2,67,9,30,4,37,5,10,3,1,0
"5006",2013-09-14,18.3333333333333,NA,103,41,3,"Thursday",28.620542886,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"5007",2013-09-15,13.3333333333333,NA,92,40,4,"Friday",17.471518018,NA,"0",2013,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"5008",2013-09-16,13.3333333333333,NA,112,50,9,"Saturday",14.620542888,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"5009",2013-09-17,20,NA,120,48,11,"Sunday",20.620542888,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"5010",2013-09-18,20.5555555555556,NA,118,50,10,"Monday",79.620542886,NA,"0",2013,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"5011",2013-09-19,23.8888888888889,NA,111,44,8,"Tuesday",91.620542886,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"5012",2013-09-20,14.4444444444444,NA,101,42,9,"Wednesday",17.620542888,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"5013",2013-09-21,12.2222222222222,NA,102,49,7,"Thursday",20.804851348,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"5014",2013-09-22,14.4444444444444,NA,92,34,10,"Friday",31.620542886,NA,"0",2013,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"5015",2013-09-23,17.2222222222222,NA,101,40,5,"Saturday",11.620542888,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"5016",2013-09-24,11.6666666666667,NA,103,45,7,"Sunday",0.620542887999996,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"5017",2013-09-25,9.44444444444444,NA,97,33,3,"Monday",5.620542888,NA,"0",2013,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"5018",2013-09-26,13.3333333333333,NA,109,43,9,"Tuesday",33.620542886,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"5019",2013-09-27,15,NA,90,30,7,"Wednesday",27.589116648,NA,"0",2013,40,50,14,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"5020",2013-09-28,12.7777777777778,NA,113,49,5,"Thursday",17.620542888,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"5021",2013-09-29,16.1111111111111,NA,127,61,9,"Friday",56.620542886,NA,"0",2013,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"5022",2013-09-30,18.3333333333333,NA,109,40,13,"Saturday",67.620542886,NA,"0",2013,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"5023",2013-10-01,22.2222222222222,NA,124,45,9,"Sunday",91.620542886,NA,"0",2013,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"5024",2013-10-02,20.5555555555556,NA,120,56,8,"Monday",54.620542886,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"5025",2013-10-03,15,NA,119,41,11,"Tuesday",35.3170662367,NA,"0",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"5026",2013-10-04,13.8888888888889,NA,102,39,6,"Wednesday",8.620542888,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"5027",2013-10-05,11.1111111111111,NA,117,50,8,"Thursday",13.620542888,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"5028",2013-10-06,5,NA,112,38,11,"Friday",6.620542888,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"5029",2013-10-07,4.44444444444444,NA,125,60,11,"Saturday",6.620542888,NA,"0",2013,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"5030",2013-10-08,3.88888888888889,NA,122,58,10,"Sunday",1.620542888,NA,"0",2013,55,67,18,6,10,8,3,3,104,15,47,7,57,8,16,5,2,1
"5031",2013-10-09,6.66666666666667,NA,113,50,6,"Monday",23.418107258,NA,"0",2013,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"5032",2013-10-10,9.44444444444444,NA,126,62,5,"Tuesday",33.620542886,NA,"0",2013,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"5033",2013-10-11,11.6666666666667,NA,95,38,5,"Wednesday",67.620542886,NA,"0",2013,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"5034",2013-10-12,14.4444444444444,NA,119,54,9,"Thursday",120.620542886,192,"1",2013,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"5035",2013-10-13,18.8888888888889,NA,126,58,12,"Friday",125.620542886,NA,"0",2013,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"5036",2013-10-14,19.4444444444444,NA,124,56,6,"Saturday",70.620542886,NA,"0",2013,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"5037",2013-10-15,12.7777777777778,NA,130,49,8,"Sunday",24.111466797,NA,"0",2013,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"5038",2013-10-16,10.5555555555556,NA,111,39,11,"Monday",37.620542886,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"5039",2013-10-17,11.1111111111111,NA,114,57,5,"Tuesday",37.620542886,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"5040",2013-10-18,12.2222222222222,NA,112,47,8,"Wednesday",75.620542886,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"5041",2013-10-19,16.6666666666667,NA,125,51,16,"Thursday",57.620542886,NA,"0",2013,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"5042",2013-10-20,18.8888888888889,NA,116,43,6,"Friday",78.620542886,NA,"0",2013,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"5043",2013-10-21,14.4444444444444,NA,103,54,4,"Saturday",44.129575193,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"5044",2013-10-22,15,NA,117,49,7,"Sunday",40.620542886,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"5045",2013-10-23,18.3333333333333,NA,114,58,11,"Monday",66.620542886,NA,"0",2013,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"5046",2013-10-24,17.2222222222222,NA,111,41,9,"Tuesday",33.620542886,NA,"0",2013,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"5047",2013-10-25,16.6666666666667,NA,99,41,7,"Wednesday",36.620542886,NA,"0",2013,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"5048",2013-10-26,20,NA,124,49,10,"Thursday",76.620542886,NA,"0",2013,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"5049",2013-10-27,16.1111111111111,NA,112,48,3,"Friday",32.444672203,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"5050",2013-10-28,10,NA,81,42,1,"Saturday",3.620542888,NA,"0",2013,36,45,12,4,7,5,2,2,69,10,31,4,38,5,10,3,1,0
"5051",2013-10-29,7.77777777777778,NA,108,43,10,"Sunday",18.620542888,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"5052",2013-10-30,10,NA,112,46,11,"Monday",25.620542886,NA,"0",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"5053",2013-10-31,15,NA,120,49,6,"Tuesday",43.620542886,NA,"0",2013,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"5054",2013-11-01,17.2222222222222,NA,115,46,6,"Wednesday",42.620542886,NA,"0",2013,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"5055",2013-11-02,12.7777777777778,NA,116,41,9,"Thursday",37.3828314,193,"1",2013,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"5056",2013-11-03,8.88888888888889,NA,101,44,5,"Friday",21.620542888,NA,"0",2013,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"5057",2013-11-04,7.77777777777778,NA,107,39,10,"Saturday",29.620542886,NA,"0",2013,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"5058",2013-11-05,7.77777777777778,NA,100,35,4,"Sunday",32.620542886,NA,"0",2013,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"5059",2013-11-06,9.44444444444444,NA,117,42,6,"Monday",30.620542886,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"5060",2013-11-07,9.44444444444444,NA,115,49,10,"Tuesday",10.620542888,NA,"0",2013,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"5061",2013-11-08,4.44444444444444,NA,108,42,10,"Wednesday",21.724722708,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"5062",2013-11-09,3.88888888888889,NA,102,48,5,"Thursday",6.620542888,NA,"0",2013,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"5063",2013-11-10,2.77777777777778,NA,98,38,9,"Friday",10.620542888,NA,"0",2013,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"5064",2013-11-11,3.33333333333333,NA,108,47,10,"Saturday",17.620542888,NA,"0",2013,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"5065",2013-11-12,7.22222222222222,NA,118,50,8,"Sunday",10.620542888,NA,"0",2013,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"5066",2013-11-13,2.22222222222222,NA,103,45,6,"Monday",11.620542888,NA,"0",2013,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"5067",2013-11-14,0,NA,117,41,8,"Tuesday",17.471518018,NA,"0",2013,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"5068",2013-11-15,-0.555555555555556,NA,112,45,10,"Wednesday",31.620542886,194,"1",2013,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
